1	1
2	1
3	1
4	0.992126
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	0.992126
16	0
17	0
18	0
19	0
20	1
21	1
22	1
23	1
24	1
25	1
26	0.984252
27	0.984252
28	0.992126
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	0.992126
41	0.992126
42	1
43	1
44	1
45	1
46	0.992126
47	1
48	0.00787402
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0.984252
61	0.992126
62	0.984252
63	0.976378
64	0.992126
65	0.992126
66	1
67	1
68	1
69	0.913386
70	0.992126
71	0.834646
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	0.992126
83	0.480315
84	0.456693
85	0.984252
86	1
87	1
88	1
89	1
90	0
91	0
92	0.80315
93	0.952756
94	1
95	1
96	0.937008
97	0
98	0.023622
99	0.433071
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0.992126
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	0.0393701
124	0.0708661
125	1
126	0.992126
127	0.181102
128	0.00787402
129	0.015748
130	0
131	0
132	0
133	0.992126
134	0.992126
135	0.015748
136	1
137	1
138	1
139	1
140	1
141	0.937008
142	0.976378
143	1
144	1
145	1
146	1
147	1
148	0.992126
149	0.716535
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0.00787402
169	0.00787402
170	0.984252
171	1
172	1
173	1
174	1
175	0.015748
176	0
177	0.984252
178	0.984252
179	0.866142
180	1
181	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	0.992126
190	0.0866142
191	0
192	0
193	0
194	0
195	0.929134
196	0.976378
197	1
198	1
199	1
200	1
201	0.992126
202	0.992126
203	0
204	0
205	0.992126
206	0.984252
207	0.0472441
208	0.590551
209	0.984252
210	1
211	0.992126
212	1
213	0.984252
214	0.023622
215	0
216	0.0866142
217	0.110236
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
230	1
231	1
232	1
233	0.984252
234	0
235	0.992126
236	1
237	1
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	1
246	1
247	1
248	1
249	0.0629921
250	0.141732
251	1
252	1
253	1
254	1
255	1
256	0.976378
257	0.0629921
258	1
259	1
260	0.0866142
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	0.992126
272	1
273	1
274	1
275	1
276	1
277	1
278	1
279	0
280	0
281	0.409449
282	0.023622
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	1
291	1
292	0.992126
293	1
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	1
302	0.984252
303	0.92126
304	1
305	1
306	1
307	1
308	1
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	1
321	1
322	1
323	1
324	1
325	1
326	1
327	1
328	1
329	1
330	1
331	0.992126
332	0.811024
333	0.80315
334	0.811024
335	0.811024
336	1
337	1
338	1
339	0.0629921
340	0
341	0.984252
342	1
343	1
344	0.984252
345	0.897638
346	0
347	0
348	0
349	0
350	0
351	0.992126
352	1
353	1
354	1
355	1
356	1
357	1
358	1
359	1
360	0.897638
361	0
362	1
363	1
364	1
365	0.88189
366	0.0629921
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0.173228
383	0.173228
384	0.992126
385	1
386	0.0944882
387	0.023622
388	0
389	0
390	0.0551181
391	0.905512
392	0.96063
393	0.543307
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	1
408	1
409	1
410	0.992126
411	1
412	1
413	0.850394
414	0.811024
415	0.0866142
416	0
417	0
418	0
419	0
420	0.023622
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0.00787402
430	0.968504
431	0.984252
432	0.125984
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0.850394
441	0.905512
442	0.992126
443	1
444	1
445	1
446	1
447	0.811024
448	0
449	0.015748
450	0.023622
451	0.102362
452	0.314961
453	0.992126
454	1
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0.0314961
464	0.448819
465	0
466	0
467	0.015748
468	0.992126
469	1
470	1
471	1
472	1
473	0.00787402
474	0.992126
475	1
476	1
477	1
478	0.992126
479	0
480	0.11811
481	0
482	0
483	0.228346
484	0.992126
485	1
486	1
487	1
488	1
489	1
490	1
491	1
492	1
493	1
494	1
495	1
496	1
497	1
498	1
499	1
500	1
501	1
502	1
503	1
