1	0.125984
2	0.11811
3	0.110236
4	0.102362
5	0.0944882
6	0.0866142
7	0.0708661
8	0.0708661
9	0.0708661
10	0.0708661
11	0.0629921
12	0.0629921
13	0.0551181
14	0.0629921
15	0.0629921
16	0.0629921
17	0.0708661
18	0.0708661
19	0.0708661
20	0.0708661
21	0.0708661
22	0.0629921
23	0.0629921
24	0.0629921
25	0.0551181
26	0.0472441
27	0.0393701
28	0.0393701
29	0.0314961
30	0.0314961
31	0.0314961
32	0.023622
33	0.023622
34	0.023622
35	0.023622
36	0.023622
37	0.023622
38	0.023622
39	0.023622
40	0.0314961
41	0.0314961
42	0.0629921
43	0.0787402
44	0.0866142
45	0.0944882
46	0.0944882
47	0.0866142
48	0.0866142
49	0.102362
50	0.102362
51	0.102362
52	0.110236
53	0.110236
54	0.110236
55	0.110236
56	0.110236
57	0.102362
58	0.0944882
59	0.0787402
60	0.0629921
61	0.0472441
62	0.0472441
63	0.0472441
64	0.0472441
65	0.0472441
66	0.0472441
67	0.0472441
68	0.0472441
69	0.0472441
70	0.0629921
71	0.0629921
72	0.0551181
73	0.0551181
74	0.0551181
75	0.0551181
76	0.0393701
77	0.0393701
78	0.023622
79	0.00787402
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0.015748
129	0.023622
130	0.0393701
131	0.0393701
132	0.0393701
133	0.0314961
134	0.015748
135	0.015748
136	0.015748
137	0.015748
138	0.015748
139	0.00787402
140	0.00787402
141	0.00787402
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0.015748
206	0.015748
207	0.015748
208	0.023622
209	0.204724
210	0.220472
211	0.212598
212	0.275591
213	0.275591
214	0.283465
215	0.299213
216	0.299213
217	0.283465
218	0.338583
219	0.362205
220	0.346457
221	0.204724
222	0.015748
223	0.015748
224	0
225	0
226	0
227	0
228	0.00787402
229	0.141732
230	0.173228
231	0.173228
232	0.173228
233	0.188976
234	0.0629921
235	0.023622
236	0.015748
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0.00787402
248	0.015748
249	0.015748
250	0.015748
251	0.00787402
252	0.00787402
253	0.00787402
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0.0393701
271	0.0314961
272	0.0314961
273	0.023622
274	0.00787402
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0.023622
306	0.023622
307	0.0314961
308	0.015748
309	0.015748
310	0.0472441
311	0.0866142
312	0.0944882
313	0.0944882
314	0.0944882
315	0.0787402
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0.00787402
348	0.023622
349	0.220472
350	0.543307
351	0.874016
352	0.96063
353	0.984252
354	0.984252
355	0.992126
356	0.992126
357	0.984252
358	0.968504
359	0.614173
360	0.0393701
361	0.023622
362	0.023622
363	0.015748
364	0.00787402
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0.00787402
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0.00787402
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
